Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,PolicyNumber,RepNumber,Deductible,DriverRating,Days:Policy-Accident,Days:Policy-Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange-Claim,NumberOfCars,Year,BasePolicy,FraudFound
11,4,5,3,0,1,0,1,0,1,38,1,1,0,1,201,10,400,4,4,3,0,7,5,0,0,0,0,0,0,1994,1,No
11,4,1,3,0,2,0,1,0,0,34,0,1,0,1,202,2,400,4,4,3,1,5,4,0,0,0,0,0,0,1994,1,No
11,4,1,0,1,5,0,2,0,0,0,0,1,0,5,203,14,400,3,4,3,2,0,0,0,0,0,0,0,0,1994,1,No
8,1,1,0,1,2,8,1,0,1,41,0,0,2,2,204,6,400,4,4,3,0,6,5,0,0,0,0,0,0,1994,0,No
11,3,5,5,0,2,0,3,0,1,41,1,2,0,0,205,16,500,3,0,3,2,6,5,0,0,0,0,3,0,1994,2,Yes
3,4,6,5,0,2,4,1,0,1,64,0,1,0,1,206,15,400,3,4,3,1,7,7,0,0,0,0,0,2,1994,1,No
11,3,6,5,0,1,0,2,0,1,27,0,1,0,5,207,11,400,4,4,3,2,3,4,0,0,0,1,0,0,1994,1,Yes
8,5,5,3,0,1,9,1,0,0,25,0,1,0,5,208,5,400,4,4,3,2,4,3,0,0,0,2,0,0,1994,1,No
9,1,6,1,0,2,9,2,0,0,21,1,1,0,1,209,5,400,2,4,3,1,4,3,0,0,0,0,0,0,1994,1,No
11,4,2,5,1,3,2,3,0,1,31,1,2,0,0,210,16,400,2,4,3,0,5,4,0,0,0,0,0,0,1994,2,No
3,3,1,5,0,1,3,3,0,0,39,0,1,0,1,211,3,400,1,4,3,0,7,5,0,0,0,3,4,1,1994,1,No
1,4,3,0,1,1,1,5,1,1,37,1,2,0,0,212,1,400,1,4,3,0,4,5,0,0,0,2,0,0,1994,2,No
1,3,1,6,0,2,1,3,0,1,41,0,1,0,1,213,11,400,4,4,3,3,6,5,0,0,0,1,0,0,1994,1,No
7,2,4,5,0,3,7,3,0,1,37,0,2,0,1,214,16,400,4,4,3,0,6,5,0,0,0,1,0,0,1994,2,No
5,4,6,3,1,1,5,4,0,1,28,0,1,0,2,215,7,400,1,4,3,2,6,4,0,0,0,2,0,0,1994,1,No
5,1,5,4,0,1,8,2,0,1,57,0,1,0,1,216,12,400,1,4,3,0,7,7,0,0,0,3,0,0,1994,1,No
5,1,5,1,0,2,5,3,0,1,61,0,1,0,1,217,9,400,2,3,3,0,7,7,1,0,0,0,0,0,1994,1,No
0,5,2,3,0,2,0,5,0,1,69,0,0,2,1,218,3,700,4,4,3,3,7,8,0,0,0,1,0,0,1994,0,No
0,5,2,0,0,4,1,2,0,1,67,0,1,0,1,219,11,400,1,4,3,1,7,8,0,0,0,1,0,0,1994,1,No
1,1,4,4,0,1,1,1,0,1,52,0,2,0,5,220,1,400,4,4,3,1,7,6,0,0,0,2,0,0,1994,2,No
6,4,1,1,0,4,8,1,0,0,23,0,0,2,1,221,15,400,1,4,3,2,5,3,0,0,0,2,0,0,1994,0,No
5,4,3,5,0,5,5,4,0,1,38,0,0,2,0,222,2,400,4,4,3,3,6,5,0,0,0,0,0,0,1994,0,No
0,2,1,1,0,3,0,2,0,1,32,1,1,0,1,223,13,400,4,4,3,2,6,4,0,0,0,0,0,0,1994,1,No
0,2,1,0,0,2,0,2,0,1,26,0,0,2,1,224,9,400,2,4,3,3,5,4,0,0,0,3,0,0,1994,0,No
0,2,1,1,0,2,0,2,0,1,57,0,2,0,1,225,4,400,1,4,3,2,7,7,0,0,0,0,0,0,1994,2,No
10,3,1,5,0,1,10,3,0,1,29,0,0,2,5,226,2,400,2,4,3,2,5,4,0,0,0,0,0,0,1994,0,No
9,3,2,12,0,3,9,4,0,1,26,1,1,0,2,227,5,400,2,3,3,0,6,4,0,0,0,0,0,4,1994,1,No
9,3,2,11,0,2,9,5,1,0,30,0,1,0,5,228,14,400,1,4,3,2,5,4,0,0,0,2,0,0,1994,1,No
11,4,4,5,1,3,0,1,0,1,41,0,1,0,1,229,1,400,2,4,3,1,6,5,0,0,0,2,0,0,1994,1,Yes
9,4,3,5,0,4,9,4,0,1,65,0,0,2,5,230,14,400,4,4,3,3,6,7,0,0,0,2,0,0,1994,0,No
5,2,1,5,0,4,5,4,0,1,33,0,1,0,1,231,13,400,1,4,3,0,5,4,0,0,0,0,0,0,1994,1,No
3,2,5,3,0,5,3,2,0,1,44,0,2,0,1,232,10,400,2,4,3,2,5,5,0,0,0,0,4,1,1994,2,No
11,4,4,4,0,1,0,1,0,1,26,0,1,0,1,233,12,400,2,4,3,2,6,4,0,0,0,0,0,0,1994,1,Yes
2,5,2,11,0,2,3,1,0,1,32,1,1,0,5,234,5,400,2,4,3,0,5,4,0,0,0,1,0,0,1994,1,No
2,4,4,8,0,5,2,4,0,1,29,0,2,0,0,235,16,400,3,4,3,0,5,4,0,0,0,0,0,0,1994,2,No
11,4,4,4,0,2,0,2,0,1,26,0,2,0,1,236,16,400,4,4,3,0,5,4,0,0,0,2,0,0,1994,2,Yes
2,1,3,5,1,4,2,1,1,0,37,0,1,0,1,237,3,400,4,4,3,2,6,5,0,1,0,3,0,0,1994,1,No
2,1,4,5,0,5,2,1,0,1,33,0,0,2,1,238,11,400,1,4,3,1,5,4,0,0,0,2,0,0,1994,0,No
0,3,1,5,0,6,0,4,0,1,54,0,2,0,1,239,7,400,2,4,3,0,7,6,0,0,0,2,0,0,1994,2,No
0,3,1,3,0,2,0,3,0,0,26,0,0,2,2,240,5,400,4,4,3,3,6,4,0,0,0,3,0,0,1994,0,No
0,3,0,4,0,2,0,3,0,0,32,0,0,2,1,241,16,400,4,4,3,2,5,4,0,0,0,1,0,0,1994,0,No
0,3,6,3,0,1,0,3,1,0,25,0,0,2,1,242,1,400,3,4,3,2,3,3,0,0,0,1,1,0,1994,0,No
7,3,3,3,0,3,0,3,1,0,23,0,0,2,1,243,12,400,3,4,3,3,4,3,0,0,0,1,0,0,1994,0,No
7,4,1,0,0,4,2,3,0,0,0,0,1,0,5,244,7,400,1,4,3,0,0,0,0,0,0,0,0,0,1994,1,No
1,3,6,5,0,1,2,4,0,0,31,1,1,0,0,245,9,400,1,4,3,1,5,4,0,0,0,2,0,0,1994,1,No
11,4,5,0,0,2,0,1,0,0,0,1,1,0,5,246,3,400,4,4,3,0,0,0,0,0,0,0,0,0,1994,1,No
1,3,4,2,0,2,1,5,0,1,42,0,2,0,0,247,14,400,4,4,3,1,6,5,0,0,0,2,0,2,1994,2,No
1,3,4,6,1,5,1,3,0,1,42,0,0,2,2,248,11,400,2,4,3,2,6,5,0,0,0,0,0,0,1994,0,No
1,3,5,1,0,1,1,3,0,0,32,0,1,0,1,249,16,700,2,4,3,1,6,4,0,0,0,0,0,0,1994,1,No
1,2,3,6,0,4,1,2,0,1,51,0,1,0,1,250,1,400,2,4,3,2,7,6,0,0,0,0,0,0,1994,1,No
0,3,1,0,0,2,0,3,0,0,19,1,7,2,5,251,12,400,4,4,3,2,2,2,0,0,0,0,0,0,1994,1,No
0,3,1,5,0,2,0,4,0,1,26,0,2,0,1,252,10,400,1,4,3,2,6,4,0,0,0,0,0,0,1994,2,No
0,3,1,5,0,1,0,4,0,0,29,0,1,0,1,253,3,400,2,4,3,1,4,4,0,0,0,0,4,1,1994,1,No
0,3,3,5,0,4,0,3,0,1,29,0,0,2,2,254,15,400,2,4,3,2,5,4,0,0,0,0,0,0,1994,0,No
11,5,5,3,0,2,0,1,0,1,29,1,7,2,5,255,12,400,2,4,3,2,6,4,0,0,0,3,0,0,1994,1,No
11,5,5,5,0,1,0,1,0,0,44,0,0,2,1,256,9,500,2,4,3,1,7,5,0,0,0,3,3,0,1994,0,No
11,5,6,11,0,3,0,1,0,1,49,0,1,0,5,257,5,400,3,4,3,1,7,6,0,0,0,3,0,0,1994,1,No
11,5,6,1,0,2,0,1,1,1,47,0,1,0,1,258,12,400,1,4,3,2,6,6,0,0,0,0,0,0,1994,1,No
7,3,4,3,0,4,7,3,0,1,50,0,1,0,1,259,16,400,3,4,3,1,6,6,0,0,0,3,0,0,1994,1,No
5,5,2,5,0,2,5,5,0,1,50,0,0,2,2,260,10,400,2,4,3,2,7,6,0,0,0,3,0,0,1994,0,No
5,1,5,5,0,5,5,1,0,1,44,0,1,0,1,261,9,400,2,4,3,0,7,5,0,0,0,0,0,0,1994,1,No
4,2,0,6,0,1,4,2,0,1,42,1,2,0,1,262,1,400,4,4,3,0,6,5,0,0,0,0,0,0,1994,2,No
3,5,4,5,0,5,3,5,0,1,49,0,1,0,2,263,3,400,1,4,3,1,7,6,0,0,0,1,0,0,1994,1,No
3,1,6,1,0,2,3,1,0,1,34,1,1,0,1,264,7,400,4,4,3,2,5,4,0,0,0,1,0,0,1994,1,No
1,4,1,5,0,1,7,5,1,1,51,0,0,2,1,265,16,400,2,4,3,1,6,6,0,0,0,0,0,0,1994,0,No
11,4,1,11,0,1,0,1,0,1,26,1,1,0,5,266,5,400,2,4,3,1,4,4,0,0,0,0,0,0,1994,1,No
1,1,6,5,0,6,1,2,0,1,39,0,0,2,1,267,4,400,3,4,3,2,6,5,0,0,0,0,0,0,1994,0,No
1,2,1,4,0,2,1,2,1,1,30,1,2,0,5,268,3,400,2,4,3,1,5,4,0,0,0,2,0,0,1994,2,No
1,2,1,0,0,1,1,3,0,0,0,0,2,0,5,269,5,400,3,4,3,1,0,0,0,0,0,0,0,0,1994,2,No
1,1,2,0,0,1,1,2,0,1,47,0,0,2,1,270,9,400,3,4,3,1,7,6,0,0,0,2,0,0,1994,0,No
0,2,5,4,0,3,0,2,1,1,33,0,0,2,1,271,2,400,3,4,3,2,2,4,0,0,0,2,0,0,1994,0,No
0,2,6,5,0,1,0,2,0,0,31,0,1,0,1,272,6,400,4,4,3,0,5,4,0,0,0,3,0,0,1994,1,No
0,2,1,1,1,1,0,2,0,1,50,0,1,0,1,273,7,400,4,4,3,0,7,6,0,0,0,1,0,0,1994,1,No
0,2,0,4,0,3,0,3,0,1,78,0,1,0,1,274,11,400,1,4,3,1,7,8,0,0,0,3,2,1,1994,1,No
0,2,0,0,0,5,0,3,0,1,41,0,0,2,2,275,9,400,3,4,3,0,6,5,0,0,0,0,0,0,1994,0,No
0,1,2,0,0,5,0,3,0,0,39,0,7,2,5,276,11,400,4,4,3,0,6,5,0,0,0,2,0,0,1994,1,No
0,1,3,1,0,1,0,2,0,1,33,0,2,0,0,277,10,400,2,4,3,1,6,4,0,0,0,0,0,0,1994,2,No
0,1,4,0,0,2,0,2,0,0,0,0,0,2,5,278,16,400,2,4,3,2,0,0,0,0,0,0,0,0,1994,0,No
11,2,1,5,0,1,11,4,1,1,48,0,2,0,1,279,1,400,4,4,3,2,6,6,0,0,0,2,0,0,1994,2,No
11,3,3,0,0,1,0,1,0,0,0,0,0,2,5,280,12,400,4,4,3,1,0,0,0,0,0,0,0,0,1994,0,No
11,2,0,0,0,3,1,1,0,0,0,0,2,0,5,281,11,400,4,4,3,0,0,0,0,0,0,0,0,0,1994,2,No
11,4,2,5,0,5,0,4,0,1,30,0,0,2,1,282,4,400,2,4,3,3,6,4,0,0,0,1,0,0,1994,0,No
2,3,6,0,0,3,0,2,0,0,0,0,2,0,5,283,10,400,2,4,3,0,0,0,0,0,0,0,0,0,1994,2,No
11,4,2,5,0,4,0,2,0,1,38,0,0,2,1,284,4,400,2,4,3,1,6,5,0,0,0,1,0,0,1994,0,No
11,5,2,1,0,2,0,2,0,1,28,0,2,0,0,285,7,400,3,4,3,1,6,4,0,0,0,3,0,0,1994,2,No
11,5,2,0,0,2,0,1,0,1,33,0,2,0,0,286,8,400,4,4,3,0,5,4,0,0,0,1,0,0,1994,2,No
0,1,1,3,0,1,0,1,1,0,38,0,0,2,2,287,1,400,1,4,3,2,7,5,0,0,0,2,0,0,1994,0,No
0,1,2,0,0,5,0,2,0,0,0,0,0,2,5,288,11,400,4,4,3,2,0,0,0,0,0,0,0,2,1994,0,No
0,1,2,5,0,2,0,1,0,1,31,0,1,0,2,289,15,400,4,4,3,3,6,4,0,0,0,2,0,0,1994,1,No
0,1,4,4,0,5,0,2,0,1,36,0,0,2,2,290,1,400,2,4,3,3,6,5,0,0,0,3,0,0,1994,0,No
0,1,3,5,0,4,0,2,0,1,27,1,0,2,2,291,2,400,4,4,3,0,6,4,0,0,0,2,0,0,1994,0,No
0,2,6,1,0,3,0,2,1,1,60,0,2,0,0,292,1,400,1,4,3,2,7,7,0,0,0,2,0,0,1994,2,No
0,2,0,0,1,2,0,2,0,1,72,1,2,0,1,293,2,400,2,4,3,0,6,8,0,0,0,0,0,0,1994,2,No
0,2,0,2,0,3,0,2,0,1,44,0,0,2,4,294,5,400,2,4,3,3,7,5,0,0,0,0,0,0,1994,0,No
0,3,1,0,0,1,0,3,0,0,0,0,0,2,5,295,11,400,1,4,3,2,0,0,0,0,0,0,4,1,1994,0,No
0,1,1,5,0,3,0,4,1,0,77,0,2,0,0,296,10,400,1,4,3,0,5,8,0,0,0,0,0,0,1994,2,No
0,3,2,0,0,1,0,4,0,0,40,1,0,2,1,297,15,400,1,4,3,1,6,5,0,0,0,0,0,0,1994,0,No
11,5,3,5,0,3,0,1,0,0,43,0,1,0,3,298,1,400,4,4,3,2,6,5,0,0,0,3,0,0,1994,1,Yes
0,3,6,0,0,1,0,4,0,1,33,1,1,0,2,299,14,400,4,4,3,1,5,4,0,0,0,0,0,0,1994,1,No
0,1,2,4,0,3,2,2,0,1,36,1,2,0,1,300,2,400,3,4,3,1,6,5,0,0,0,2,0,0,1994,2,No
11,5,4,5,0,1,0,3,0,0,21,1,1,0,1,301,7,400,3,4,3,2,2,3,0,0,0,0,0,0,1994,1,No
11,5,5,0,0,2,0,1,1,0,21,0,1,0,1,302,2,400,2,4,3,2,4,3,0,0,0,0,0,0,1994,1,No
11,3,2,5,0,1,0,5,0,0,33,1,1,0,2,303,9,400,1,4,3,2,5,4,0,0,0,1,0,0,1994,1,No
1,1,6,5,0,1,1,3,0,1,75,0,2,0,5,304,1,400,2,4,3,2,6,8,0,0,0,1,0,0,1994,2,No
4,2,0,1,1,1,4,2,0,0,34,0,2,0,1,305,7,400,1,4,3,2,6,4,0,0,0,2,0,0,1994,2,No
3,4,3,11,0,1,4,5,0,0,31,0,2,0,5,306,9,400,2,4,3,2,4,4,0,0,0,2,0,0,1994,2,No
3,1,2,0,0,2,3,1,0,1,31,0,0,2,1,307,2,500,4,4,3,2,5,4,0,0,0,0,3,0,1994,0,No
3,1,1,5,1,1,3,1,0,1,47,0,0,2,1,308,5,400,4,4,3,3,5,6,0,0,0,2,0,0,1994,0,No
11,5,5,5,1,2,0,2,0,1,46,0,2,0,0,309,7,400,1,4,3,0,7,6,0,0,0,0,1,0,1994,2,Yes
11,5,5,0,0,2,0,1,0,0,0,0,2,0,5,310,6,400,3,4,3,1,0,0,0,0,0,0,0,0,1994,2,Yes
9,1,1,0,0,1,9,1,0,1,35,0,0,2,1,311,10,400,1,4,3,2,5,4,0,0,0,0,0,0,1994,0,No
9,1,2,5,0,5,9,2,0,1,31,0,1,0,1,312,11,400,4,4,3,0,6,4,0,0,0,2,0,0,1994,1,No
2,2,5,8,0,5,2,2,1,0,33,0,0,2,1,313,13,400,2,4,3,3,5,4,0,0,0,3,0,0,1994,0,No
3,1,3,0,0,4,3,2,0,0,35,0,1,0,2,314,15,400,3,4,3,0,6,4,0,0,0,2,0,0,1994,1,No
2,5,3,5,1,2,3,1,1,1,45,1,0,2,1,315,4,400,2,4,3,1,6,5,0,0,0,0,0,0,1994,0,No
11,5,5,0,0,1,0,2,0,0,0,0,5,1,5,316,14,400,1,4,3,1,0,0,0,0,0,0,4,1,1994,2,Yes
4,4,4,6,0,1,5,2,0,0,50,0,5,1,5,317,12,400,3,4,3,0,7,6,0,0,0,3,0,0,1994,2,No
0,1,6,0,0,3,0,1,0,0,0,0,1,0,5,318,16,400,4,4,3,1,0,0,0,0,0,0,0,0,1994,1,Yes
4,4,4,5,0,4,4,4,0,1,42,0,1,0,1,319,14,400,1,4,3,0,6,5,0,0,0,0,0,0,1994,1,No
3,4,0,3,0,1,3,4,1,0,32,0,0,2,1,320,2,400,1,4,3,2,4,4,0,0,0,0,0,0,1994,0,No
2,3,3,2,0,4,2,3,0,1,49,1,1,0,5,321,2,400,4,4,3,3,7,6,0,0,0,3,0,0,1994,1,No
2,1,3,13,0,1,2,1,0,1,53,0,2,0,1,322,4,400,1,4,3,0,6,6,0,0,0,3,0,0,1994,2,No
3,3,4,4,0,4,3,3,0,1,32,0,1,0,1,323,15,400,3,4,3,0,6,4,0,0,0,2,0,0,1994,1,No
3,2,3,0,0,3,3,4,0,1,52,0,2,0,1,324,8,400,2,4,3,0,7,6,0,0,0,0,0,0,1994,2,No
5,2,2,0,0,4,5,4,0,1,41,1,2,0,1,325,1,400,2,4,3,2,6,5,0,0,0,0,0,0,1994,2,No
5,2,1,3,0,2,5,2,1,0,36,0,0,2,2,326,1,400,2,4,3,2,6,5,0,0,0,3,0,0,1994,0,No
10,2,5,0,1,2,10,3,1,1,46,0,1,0,2,327,7,400,2,4,3,0,6,6,0,0,0,2,0,0,1994,1,No
6,3,4,0,0,5,6,3,0,1,32,1,1,0,2,328,13,400,3,4,3,3,6,4,0,0,0,3,0,0,1994,1,No
5,1,5,1,0,2,5,2,0,1,32,0,1,0,2,329,12,400,1,4,3,2,5,4,0,0,0,1,0,2,1994,1,No
2,3,4,4,0,5,2,3,0,1,31,1,2,0,1,330,3,400,3,4,3,1,5,4,0,0,0,1,0,0,1994,2,No
10,1,5,1,0,1,10,1,0,1,43,0,0,2,2,331,5,400,2,4,3,2,6,5,0,0,0,0,0,0,1994,0,No
10,1,5,5,0,2,10,2,1,1,30,0,1,0,1,332,1,400,1,4,3,2,5,4,0,0,0,0,0,0,1994,1,No
5,4,3,1,0,4,5,4,0,1,60,0,1,0,1,333,8,400,4,4,3,2,7,7,0,0,0,0,0,0,1994,1,No
5,4,3,11,0,5,5,4,0,0,55,0,2,0,5,334,11,400,3,4,3,0,7,6,0,0,0,0,0,0,1994,2,No
2,5,4,0,0,4,2,5,0,1,27,0,1,0,2,335,9,400,4,4,3,3,6,4,0,0,0,3,0,0,1994,1,No
7,4,2,1,0,1,7,5,1,1,29,0,1,0,1,336,14,400,2,4,3,0,6,4,0,0,0,2,0,0,1994,1,No
7,2,6,0,0,3,7,3,0,0,25,0,7,2,5,337,9,400,1,4,3,0,5,3,0,0,0,3,4,1,1994,1,No
3,3,1,1,0,1,3,3,0,1,38,0,0,2,5,338,11,400,2,4,3,0,6,5,0,0,0,0,0,0,1994,0,No
3,3,1,1,0,2,3,4,0,1,26,0,1,0,2,339,12,400,4,4,3,0,5,4,0,0,0,0,0,0,1994,1,No
1,4,3,5,0,2,2,1,0,1,56,0,2,0,0,340,6,400,4,4,3,1,7,7,0,0,0,1,0,0,1994,2,No
1,4,2,5,0,5,1,4,0,1,47,1,1,0,5,341,3,400,2,4,3,2,7,6,0,0,0,3,0,0,1994,1,No
8,4,0,1,0,2,9,2,0,1,29,0,1,0,2,342,4,700,3,4,3,0,6,4,0,0,0,0,0,0,1994,1,No
6,2,2,0,0,2,6,2,0,0,31,0,0,2,1,343,4,400,1,4,3,1,4,4,0,0,0,1,0,0,1994,0,No
0,4,4,0,0,5,0,4,0,1,46,1,0,2,1,344,13,400,1,4,3,2,6,6,0,0,0,0,0,0,1994,0,No
8,4,1,4,0,3,8,4,0,1,60,0,2,0,1,345,5,400,2,4,3,1,7,7,0,0,0,2,0,0,1994,2,No
8,3,1,5,0,4,8,4,0,0,30,0,1,0,1,346,4,400,3,4,3,1,5,4,0,0,0,3,0,0,1994,1,No
7,5,2,2,1,4,8,1,0,1,51,0,2,0,3,347,10,400,2,4,3,1,7,6,0,0,0,3,0,0,1994,2,No
2,3,5,4,1,3,2,4,0,1,80,0,2,0,2,348,5,400,3,4,3,0,7,8,0,0,0,3,0,0,1994,2,No
2,3,6,0,0,4,2,4,0,0,0,0,2,0,5,349,6,400,2,4,3,1,0,0,0,0,0,0,0,0,1994,2,No
10,1,5,11,0,5,10,2,0,1,52,0,2,0,5,350,1,400,1,4,3,1,7,6,0,0,0,0,0,0,1994,2,No
10,1,5,1,0,5,10,1,0,1,36,0,0,2,1,351,6,400,1,4,3,2,5,5,0,0,0,0,0,0,1994,0,No
8,5,4,0,0,3,9,1,0,1,67,1,2,0,1,352,7,400,2,4,3,2,6,8,0,0,0,1,0,0,1994,2,No
8,1,0,5,0,3,9,2,1,0,58,0,0,2,1,353,15,400,2,4,3,2,6,7,0,0,0,0,0,0,1994,0,No
2,2,3,1,0,1,2,2,1,0,31,0,1,0,1,354,11,400,4,4,3,1,5,4,0,0,0,1,0,0,1994,1,No
2,2,2,4,0,2,2,2,0,1,50,1,2,0,1,355,10,400,2,4,3,2,7,6,0,0,0,3,0,0,1994,2,No
2,2,2,5,0,1,2,3,0,1,50,1,2,0,2,356,7,400,4,4,3,1,7,6,0,0,0,0,0,0,1994,2,No
2,2,3,4,0,3,2,2,1,1,55,0,0,2,1,357,8,400,3,4,3,0,7,6,0,0,1,3,0,0,1994,0,No
2,1,5,1,1,0,2,1,0,1,36,0,2,0,0,358,14,500,4,4,3,1,6,5,0,0,0,1,3,1,1994,2,No
7,1,2,11,0,3,7,1,0,0,31,0,1,0,5,359,8,400,4,4,3,0,5,4,0,0,0,0,0,0,1994,1,No
8,1,1,0,0,4,8,2,0,0,23,0,1,0,1,360,13,400,3,4,3,1,4,3,0,0,0,3,0,0,1994,1,No
0,1,1,3,0,2,0,1,0,1,34,1,1,0,1,361,14,400,3,4,3,0,6,4,0,0,0,0,0,0,1994,1,No
4,3,6,5,0,1,4,3,0,1,30,0,1,0,2,362,1,400,4,4,3,0,5,4,0,0,0,2,0,0,1994,1,No
1,2,5,1,1,5,1,2,1,1,45,1,1,0,1,363,8,400,3,4,3,2,5,5,0,0,0,0,0,0,1994,1,No
5,3,1,5,0,1,9,1,0,1,37,0,5,1,5,364,11,400,3,4,3,2,7,5,0,0,0,1,0,0,1994,2,No
5,3,1,1,0,3,5,5,1,1,35,1,0,2,5,365,3,400,3,4,3,0,6,4,0,0,0,3,2,0,1994,0,No
3,1,3,4,0,1,3,2,0,1,30,0,5,1,5,366,14,400,1,4,3,2,4,4,0,0,0,0,0,0,1994,2,No
0,1,1,5,0,3,0,1,0,1,50,0,2,0,1,367,8,400,2,4,3,0,6,6,0,0,0,0,1,0,1994,2,Yes
4,5,6,0,0,3,5,3,0,1,47,1,1,0,1,368,13,400,1,4,3,1,7,6,0,0,0,1,0,0,1994,1,No
5,3,4,0,0,5,5,3,1,0,26,1,2,0,0,369,6,400,3,4,3,0,4,4,0,0,0,2,0,0,1994,2,No
5,2,1,0,0,4,5,3,0,1,59,0,1,0,1,370,8,400,1,4,3,1,7,7,0,0,0,3,0,2,1994,1,No
0,5,1,3,0,3,1,1,0,1,26,0,0,2,2,371,14,400,2,4,3,2,5,4,0,0,0,0,0,0,1994,0,No
2,4,0,1,0,5,3,2,0,1,51,0,1,0,1,372,12,400,2,4,3,2,7,6,0,0,0,3,0,0,1994,1,No
8,2,2,4,1,3,8,3,0,1,42,0,1,0,2,373,12,700,2,4,3,0,6,5,0,0,0,1,0,0,1994,1,No
4,4,5,3,0,5,4,4,0,1,37,1,0,2,1,374,14,400,4,4,3,1,6,5,0,0,0,2,0,0,1994,0,No
2,3,6,0,0,1,2,3,0,0,31,0,2,0,5,375,10,400,4,4,3,0,5,4,0,0,0,3,0,0,1994,2,No
2,3,5,0,0,1,2,4,1,0,31,0,2,0,1,376,3,400,3,4,3,0,3,4,0,0,0,0,0,0,1994,2,No
6,2,5,3,0,1,6,2,0,0,35,0,2,0,1,377,12,400,4,4,3,0,5,4,0,0,0,3,0,0,1994,2,No
6,2,0,1,0,3,7,5,1,0,28,0,0,2,1,378,12,400,4,4,3,2,5,4,0,0,0,1,0,0,1994,0,No
6,1,2,4,0,2,6,1,0,1,26,0,0,2,3,379,8,400,3,4,3,2,6,4,0,0,0,0,4,1,1994,0,No
7,3,2,0,0,4,7,3,0,1,31,0,0,2,2,380,3,400,3,4,3,1,5,4,0,0,0,3,0,0,1994,0,No
0,1,1,2,0,1,0,2,0,1,61,0,1,0,3,381,6,400,2,4,3,2,7,7,0,0,0,2,0,0,1994,1,Yes
1,3,3,0,0,5,1,4,1,0,35,1,0,2,1,382,4,400,4,4,3,2,4,4,0,0,0,0,0,0,1994,0,No
10,1,0,4,0,1,10,1,1,0,31,0,1,0,1,383,10,400,1,4,3,2,3,4,0,0,0,1,0,0,1994,1,No
9,5,5,11,0,5,9,5,0,1,69,1,2,0,4,384,11,400,1,4,3,0,7,8,0,0,0,0,0,0,1994,2,No
9,5,5,0,0,1,10,2,0,1,40,0,2,0,0,385,7,400,4,1,3,0,6,5,0,0,0,2,0,0,1994,2,No
0,1,2,0,0,3,0,4,0,0,28,0,2,0,5,386,7,400,3,4,3,0,0,4,0,0,0,0,0,0,1994,2,Yes
0,1,2,11,0,3,2,4,0,1,44,1,2,0,4,387,12,400,2,4,3,1,6,5,0,0,0,0,0,0,1994,2,No
1,4,0,1,0,1,1,4,0,1,77,0,1,0,5,388,10,400,3,4,3,0,7,8,0,0,0,3,0,0,1994,1,No
0,1,2,0,0,2,0,1,0,0,0,0,0,2,5,389,15,400,3,4,3,2,0,0,0,0,0,0,0,0,1994,0,No
1,4,6,5,0,1,1,4,0,0,29,0,0,2,2,390,10,400,2,4,3,2,6,4,0,0,0,1,0,0,1994,0,No
5,5,3,4,0,6,6,1,0,1,53,1,0,2,4,391,8,400,2,4,3,2,6,6,0,0,0,2,0,0,1994,0,No
4,1,5,2,1,1,4,2,0,0,29,1,0,2,1,392,11,400,3,4,3,2,5,4,0,0,1,1,0,0,1994,0,No
9,3,4,4,0,2,9,4,0,0,25,0,1,0,1,393,15,400,4,4,3,0,3,3,0,0,0,0,0,0,1994,1,No
6,2,4,4,0,5,6,2,0,0,22,1,2,0,1,394,6,400,2,4,3,2,3,3,0,0,0,0,0,0,1994,2,No
3,3,3,3,0,4,3,4,0,0,28,0,1,0,1,395,8,400,3,4,3,1,5,4,0,0,0,1,0,0,1994,1,No
10,4,2,0,0,3,10,4,0,0,22,1,1,0,1,396,10,400,1,4,3,1,4,3,0,0,0,0,0,0,1994,1,No
7,2,2,5,0,5,7,2,0,1,34,1,0,2,1,397,7,400,4,4,3,2,5,4,0,0,0,3,0,0,1994,0,No
7,2,1,1,0,4,7,2,0,1,30,0,0,2,1,398,5,400,1,4,3,0,6,4,0,0,0,0,0,0,1994,0,No
2,1,4,0,0,5,2,1,0,1,59,1,2,0,1,399,5,400,3,4,3,1,7,7,0,0,0,3,0,0,1994,2,No
2,1,5,3,0,3,2,2,0,1,46,0,0,2,1,400,5,400,4,4,3,3,6,6,0,0,0,0,4,1,1994,0,No
2,1,5,0,0,1,2,2,1,1,39,0,1,0,3,401,12,400,4,4,3,0,6,5,0,0,0,0,0,0,1994,1,No
5,1,4,5,0,4,5,1,0,0,34,0,0,2,2,402,15,400,2,4,3,3,6,4,0,0,0,0,0,0,1994,0,No
0,1,3,11,0,2,0,3,0,1,52,1,2,0,5,403,8,400,4,4,3,0,7,6,0,0,0,0,0,0,1994,2,No
11,3,4,0,1,5,11,3,0,1,47,0,2,0,1,404,1,700,3,4,3,0,7,6,0,0,0,1,0,0,1994,2,No
